agent,generator,run_id,total_steps,start_value,final_cumulative_reward,average_reward
Always Up Agent,Constant Generator,001,100,0.0,-100,-1.0
Always Up Agent,Constant Generator,002,100,0.0,-100,-1.0
Always Up Agent,Constant Generator,003,100,0.0,-100,-1.0
Always Up Agent,Linear Trend Generator,001,100,0.0,100,1.0
Always Up Agent,Linear Trend Generator,002,100,0.0,100,1.0
Always Up Agent,Linear Trend Generator,003,100,0.0,100,1.0
Always Up Agent,Ornstein-Uhlenbeck Generator,001,100,0.0,30,0.3
Always Up Agent,Ornstein-Uhlenbeck Generator,002,100,0.0,12,0.12
Always Up Agent,Ornstein-Uhlenbeck Generator,003,100,0.0,14,0.14
Always Up Agent,Periodic Trend Generator,001,100,0.0,-2,-0.02
Always Up Agent,Periodic Trend Generator,002,100,0.0,-2,-0.02
Always Up Agent,Periodic Trend Generator,003,100,0.0,-2,-0.02
Always Up Agent,Random Walk Generator,001,100,0.0,8,0.08
Always Up Agent,Random Walk Generator,002,100,0.0,12,0.12
Always Up Agent,Random Walk Generator,003,100,0.0,4,0.04
DQN Agent,Constant Generator,001,100,0.0,-100,-1.0
DQN Agent,Constant Generator,002,100,0.0,-100,-1.0
DQN Agent,Constant Generator,003,100,0.0,-100,-1.0
DQN Agent,Linear Trend Generator,001,100,0.0,-8,-0.08
DQN Agent,Linear Trend Generator,002,100,0.0,12,0.12
DQN Agent,Linear Trend Generator,003,100,0.0,0,0.0
DQN Agent,Ornstein-Uhlenbeck Generator,001,100,0.0,-18,-0.18
DQN Agent,Ornstein-Uhlenbeck Generator,002,100,0.0,-20,-0.2
DQN Agent,Ornstein-Uhlenbeck Generator,003,100,0.0,-8,-0.08
DQN Agent,Periodic Trend Generator,001,100,0.0,-12,-0.12
DQN Agent,Periodic Trend Generator,002,100,0.0,-20,-0.2
DQN Agent,Periodic Trend Generator,003,100,0.0,2,0.02
DQN Agent,Random Walk Generator,001,100,0.0,-8,-0.08
DQN Agent,Random Walk Generator,002,100,0.0,6,0.06
DQN Agent,Random Walk Generator,003,100,0.0,26,0.26
Dynamic Mean Reversion Agent,Constant Generator,001,100,0.0,-100,-1.0
Dynamic Mean Reversion Agent,Constant Generator,002,100,0.0,-100,-1.0
Dynamic Mean Reversion Agent,Constant Generator,003,100,0.0,-100,-1.0
Dynamic Mean Reversion Agent,Linear Trend Generator,001,100,0.0,-100,-1.0
Dynamic Mean Reversion Agent,Linear Trend Generator,002,100,0.0,-100,-1.0
Dynamic Mean Reversion Agent,Linear Trend Generator,003,100,0.0,-100,-1.0
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,001,100,0.0,-2,-0.02
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,002,100,0.0,-4,-0.04
Dynamic Mean Reversion Agent,Ornstein-Uhlenbeck Generator,003,100,0.0,-16,-0.16
Dynamic Mean Reversion Agent,Periodic Trend Generator,001,100,0.0,-88,-0.88
Dynamic Mean Reversion Agent,Periodic Trend Generator,002,100,0.0,-88,-0.88
Dynamic Mean Reversion Agent,Periodic Trend Generator,003,100,0.0,-88,-0.88
Dynamic Mean Reversion Agent,Random Walk Generator,001,100,0.0,4,0.04
Dynamic Mean Reversion Agent,Random Walk Generator,002,100,0.0,-14,-0.14
Dynamic Mean Reversion Agent,Random Walk Generator,003,100,0.0,16,0.16
Frequency-Based Majority Agent,Constant Generator,001,100,0.0,-100,-1.0
Frequency-Based Majority Agent,Constant Generator,002,100,0.0,-100,-1.0
Frequency-Based Majority Agent,Constant Generator,003,100,0.0,-100,-1.0
Frequency-Based Majority Agent,Linear Trend Generator,001,100,0.0,100,1.0
Frequency-Based Majority Agent,Linear Trend Generator,002,100,0.0,100,1.0
Frequency-Based Majority Agent,Linear Trend Generator,003,100,0.0,100,1.0
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,001,100,0.0,6,0.06
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,002,100,0.0,8,0.08
Frequency-Based Majority Agent,Ornstein-Uhlenbeck Generator,003,100,0.0,14,0.14
Frequency-Based Majority Agent,Periodic Trend Generator,001,100,0.0,-2,-0.02
Frequency-Based Majority Agent,Periodic Trend Generator,002,100,0.0,-2,-0.02
Frequency-Based Majority Agent,Periodic Trend Generator,003,100,0.0,-2,-0.02
Frequency-Based Majority Agent,Random Walk Generator,001,100,0.0,24,0.24
Frequency-Based Majority Agent,Random Walk Generator,002,100,0.0,-2,-0.02
Frequency-Based Majority Agent,Random Walk Generator,003,100,0.0,12,0.12
Repeat Last Movement Agent,Constant Generator,001,100,0.0,-100,-1.0
Repeat Last Movement Agent,Constant Generator,002,100,0.0,-100,-1.0
Repeat Last Movement Agent,Constant Generator,003,100,0.0,-100,-1.0
Repeat Last Movement Agent,Linear Trend Generator,001,100,0.0,98,0.98
