agent,generator,run_id,total_steps,start_value,final_cumulative_reward,average_reward
Always Up Agent,Constant Generator,001,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,002,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,003,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,004,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,005,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,006,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,007,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,008,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,009,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,010,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,011,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,012,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,013,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,014,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,015,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,016,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,017,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,018,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,019,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,020,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,021,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,022,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,023,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,024,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,025,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,026,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,027,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,028,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,029,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,030,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,031,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,032,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,033,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,034,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,035,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,036,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,037,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,038,10000,0.0,-10000,-1.0
Always Up Agent,Constant Generator,039,10000,0.0,-10000,-1.0
